sales_sk,sales_id,customer_sk,product_sk,store_sk,salesperson_sk,campaign_sk,sales_date,total_amount
188735,SALES_0188735,3022,55,201,727,43,2024-04-02T06:51:47,2345.48
257104,SALES_0257104,92587,182,338,278,25,2024-10-16T05:24:52,1070.25
384737,SALES_0384737,76239,107,203,1905,5,2024-05-15T14:59:30,3050.5
203338,SALES_0203338,23994,137,375,1225,7,2024-01-30T07:41:47,4535.26
112502,SALES_0112502,94409,9,323,624,16,2024-05-20T23:53:04,2424.61
703029,SALES_0703029,2675,118,228,513,48,2024-06-27T18:20:03,4580.16
478022,SALES_0478022,45997,41,77,346,26,2024-09-08T12:52:27,2006.3
678022,SALES_0678022,42318,62,411,841,50,2024-10-30T18:57:46,4588.45
370778,SALES_0370778,73140,155,132,1729,42,2024-12-03T14:37:30,2117.77
775780,SALES_0775780,11410,17,192,524,21,2024-08-18T06:03:45,4481.92
776951,SALES_0776951,80664,75,346,1799,29,2024-10-24T15:13:31,4250.23
336406,SALES_0336406,85999,158,369,1932,23,2024-03-26T16:22:49,4982.78
426548,SALES_0426548,43154,137,239,168,48,2024-10-21T22:28:11,3576.53
482580,SALES_0482580,61087,164,365,820,48,2024-07-25T12:07:04,3098.75
851263,SALES_0851263,31280,134,311,639,35,2024-11-04T04:08:48,2858.85
189059,SALES_0189059,61488,78,244,1871,37,2024-08-20T14:31:15,1169.93
434094,SALES_0434094,8585,164,428,583,28,2024-07-12T11:55:01,4319.21
801020,SALES_0801020,46467,38,466,22,28,2024-04-15T03:13:18,1086.31
198581,SALES_0198581,50180,91,200,68,37,2024-04-12T14:43:53,2119.23
943369,SALES_0943369,68813,185,375,443,5,2024-05-03T18:30:35,4972.67
969467,SALES_0969467,67889,53,99,1803,9,2024-06-18T09:25:04,2597.04
808358,SALES_0808358,4783,83,413,1208,15,2024-05-29T08:59:07,1946.54
228922,SALES_0228922,8017,55,94,11,21,2024-09-03T23:55:21,3174.1
73434,SALES_0073434,92714,13,190,1451,15,2024-06-19T10:04:29,3838.14
82968,SALES_0082968,18404,130,392,487,31,2024-11-01T06:49:31,4197.77
973507,SALES_0973507,2047,48,33,18,34,2024-11-04T23:06:29,2607.02
180106,SALES_0180106,16822,76,454,1150,6,2024-04-28T22:25:24,4183.71
161306,SALES_0161306,76687,137,341,278,4,2024-03-24T16:13:48,1970.78
429902,SALES_0429902,95127,192,263,256,37,2024-07-14T21:14:31,2798.15
268994,SALES_0268994,28127,135,478,1331,5,2024-04-21T12:44:46,4615.19
319755,SALES_0319755,24256,22,386,257,49,2024-06-05T00:30:52,4938.46
756987,SALES_0756987,95867,130,23,1511,29,2024-10-09T10:50:05,782.77
574293,SALES_0574293,7697,109,471,168,24,2024-09-25T16:11:22,2344.74
142498,SALES_0142498,45042,78,128,1746,39,2024-11-23T23:03:53,3482.81
428579,SALES_0428579,73292,124,20,1910,34,2024-10-02T16:31:47,4685.54
416363,SALES_0416363,99570,194,397,1448,19,2024-08-29T20:45:54,4936.83
93059,SALES_0093059,78310,17,76,1579,45,2024-06-19T08:34:19,2321.58
309790,SALES_0309790,50465,157,364,724,24,2024-05-13T17:36:14,1821.8
652487,SALES_0652487,35035,65,440,1676,12,2024-06-12T05:48:09,4858.82
935272,SALES_0935272,62060,132,385,124,31,2024-10-05T06:56:18,2068.37
124022,SALES_0124022,77880,96,383,1898,17,2024-08-30T19:30:12,905.89
757968,SALES_0757968,90828,146,476,187,44,2024-07-23T07:42:07,894.35
540939,SALES_0540939,66788,48,216,354,40,2024-12-04T14:12:57,3712.29
434564,SALES_0434564,77490,59,174,1163,42,2024-10-23T12:16:43,2431.0
415117,SALES_0415117,16717,43,367,1983,31,2024-10-04T03:59:29,2177.02
615425,SALES_0615425,80068,68,152,1905,19,2024-08-24T22:22:08,1466.69
674240,SALES_0674240,79046,7,116,1575,46,2024-08-03T21:31:38,4319.22
511986,SALES_0511986,79387,62,363,842,25,2024-10-19T18:51:34,1640.7
986800,SALES_0986800,87147,122,206,1357,31,2024-10-05T10:04:41,3357.58
729726,SALES_0729726,94264,44,90,875,13,2024-03-26T10:40:49,4019.43
298964,SALES_0298964,69255,60,317,1563,38,2024-09-09T17:55:52,500.15
638947,SALES_0638947,12709,33,271,721,16,2024-07-20T10:13:25,4285.43
846762,SALES_0846762,70713,192,310,1836,35,2024-11-19T19:12:39,2487.04
506447,SALES_0506447,53091,93,431,1329,5,2024-04-15T22:34:26,4108.62
810533,SALES_0810533,54983,139,107,1958,3,2024-02-16T17:56:18,2185.82
254578,SALES_0254578,39424,173,253,1687,38,2024-09-25T16:45:43,896.62
232955,SALES_0232955,92485,81,165,145,15,2024-05-20T21:14:24,4580.87
157416,SALES_0157416,16880,161,200,1348,19,2024-09-12T00:25:20,3500.1
285393,SALES_0285393,46273,148,159,1276,2,2024-02-16T16:15:49,960.12
552701,SALES_0552701,83227,67,204,891,23,2024-04-20T19:58:36,3507.62
273317,SALES_0273317,53741,207,400,980,39,2024-11-21T03:27:25,1573.87
293189,SALES_0293189,17736,177,404,986,38,2024-10-28T22:18:30,2597.47
571987,SALES_0571987,42959,126,133,780,19,2024-09-18T11:21:56,4588.54
210130,SALES_0210130,73383,105,447,1750,16,2024-07-21T01:58:26,1361.0
278963,SALES_0278963,56938,46,41,1601,12,2024-05-26T13:40:18,1987.7
66743,SALES_0066743,89942,5,286,668,42,2024-11-04T18:06:07,4237.88
661791,SALES_0661791,47676,158,11,437,23,2024-05-17T03:59:29,4951.67
36859,SALES_0036859,52197,128,493,8,37,2024-04-15T04:46:12,4472.68
738967,SALES_0738967,76616,188,384,125,9,2024-05-10T02:33:25,3649.88
463859,SALES_0463859,21281,131,343,57,7,2024-03-15T15:19:28,2186.7
229102,SALES_0229102,89672,127,294,1577,22,2024-07-02T00:10:11,2630.05
922911,SALES_0922911,21730,6,282,780,10,2024-07-09T08:08:08,1990.45
250343,SALES_0250343,16504,156,281,1642,15,2024-06-27T17:04:16,4190.08
753577,SALES_0753577,44487,16,485,932,7,2024-04-09T09:28:12,4198.12
616460,SALES_0616460,70660,198,156,349,38,2024-09-05T14:46:38,4643.45
232897,SALES_0232897,9904,169,90,1672,46,2024-11-26T21:27:43,2268.38
876087,SALES_0876087,66146,38,230,239,27,2024-09-01T22:53:17,790.79
318420,SALES_0318420,58941,71,282,83,21,2024-09-13T10:49:16,2456.66
500255,SALES_0500255,32636,54,453,1951,11,2024-04-16T01:20:00,3903.33
657176,SALES_0657176,1917,54,97,1050,44,2024-10-15T11:38:06,2435.93
404972,SALES_0404972,87487,200,387,1322,48,2024-05-21T07:30:26,1462.17
477363,SALES_0477363,25537,65,54,176,5,2024-05-17T23:56:52,2936.01
219582,SALES_0219582,97516,195,71,1001,3,2024-03-14T12:13:48,635.62
211636,SALES_0211636,32445,42,406,714,17,2024-08-22T22:51:31,2246.99
834382,SALES_0834382,23919,81,34,1328,4,2024-03-23T13:57:11,2317.62
764676,SALES_0764676,38228,196,29,1299,44,2024-08-16T19:53:02,4463.94
791942,SALES_0791942,9398,115,341,1851,25,2024-08-31T13:31:52,3052.78
184426,SALES_0184426,24604,151,133,136,38,2024-10-05T21:28:44,1942.82
945548,SALES_0945548,50306,30,18,953,26,2024-07-04T17:04:13,651.28
679378,SALES_0679378,47333,178,45,1135,38,2024-10-23T06:48:44,1855.12
30005,SALES_0030005,30739,16,490,466,38,2024-09-15T01:18:03,3525.83
294104,SALES_0294104,75862,182,268,1555,19,2024-08-27T02:24:00,4009.5
771656,SALES_0771656,19743,205,313,973,40,2024-11-12T07:52:20,572.98
343666,SALES_0343666,83390,175,436,393,29,2024-10-17T18:54:10,1928.01
275109,SALES_0275109,5090,16,425,1258,9,2024-05-22T07:26:16,1679.4
302651,SALES_0302651,58514,184,134,599,14,2024-08-12T05:56:10,4446.4
786183,SALES_0786183,52290,189,3,1381,3,2024-02-11T17:42:22,4125.63
926558,SALES_0926558,72196,89,237,1191,18,2024-08-17T23:41:53,4494.47
292841,SALES_0292841,78837,67,355,1860,26,2024-07-13T21:26:18,2287.04
460471,SALES_0460471,73749,168,293,1923,27,2024-09-18T15:53:16,1737.92
724263,SALES_0724263,73932,86,462,744,47,2024-09-15T13:53:43,2679.72
374689,SALES_0374689,22451,47,264,256,34,2024-10-24T09:58:58,2785.38
865360,SALES_0865360,16574,114,486,1259,47,2024-12-18T21:10:06,3786.23
691911,SALES_0691911,16832,123,104,1801,11,2024-02-08T16:44:40,1102.86
433974,SALES_0433974,17730,139,206,174,30,2024-10-31T09:25:48,2935.41
355089,SALES_0355089,91772,2,471,377,23,2024-07-06T17:28:07,2639.01
610095,SALES_0610095,78205,73,470,263,39,2024-11-28T15:02:30,941.66
411529,SALES_0411529,74220,11,178,225,3,2024-03-29T16:48:08,3720.93
362351,SALES_0362351,46747,50,478,1325,26,2024-09-11T07:37:12,2603.3
792664,SALES_0792664,17123,175,38,929,48,2024-05-10T02:30:14,3648.81
252686,SALES_0252686,56287,163,172,1467,46,2024-10-12T18:28:04,3921.94
898318,SALES_0898318,92987,115,151,157,13,2024-08-08T21:31:56,634.13
547586,SALES_0547586,93669,32,310,196,41,2024-11-23T02:01:57,4271.37
435081,SALES_0435081,31675,55,25,954,12,2024-03-27T16:32:30,2602.59
88847,SALES_0088847,62828,34,278,178,13,2024-02-02T19:59:46,4458.13
743297,SALES_0743297,11115,124,218,476,16,2024-06-04T00:32:20,2048.57
958881,SALES_0958881,17198,146,423,1290,22,2024-09-09T22:29:58,1981.99
166877,SALES_0166877,63469,53,366,1219,24,2024-10-10T22:45:36,4731.54
689486,SALES_0689486,31749,51,203,1553,11,2024-07-03T16:02:26,1280.71
546262,SALES_0546262,6055,202,194,1532,1,2024-02-07T05:22:41,791.08
849890,SALES_0849890,72144,171,86,1257,3,2024-03-03T21:16:12,2521.3
920978,SALES_0920978,84121,79,144,1068,13,2024-04-23T01:56:04,4747.41
306235,SALES_0306235,762,46,473,1261,13,2024-04-09T14:04:02,3772.08
422361,SALES_0422361,2492,172,392,636,45,2024-05-30T09:29:19,3561.75
668745,SALES_0668745,40229,208,178,476,38,2024-11-26T05:28:16,4238.35
675769,SALES_0675769,4619,66,255,1465,28,2024-08-12T04:54:19,1567.59
787090,SALES_0787090,33636,29,146,432,46,2024-10-11T12:49:06,4645.9
378095,SALES_0378095,54000,130,298,1569,25,2024-09-09T02:21:44,4834.18
355874,SALES_0355874,26461,94,285,1963,21,2024-08-22T17:38:26,4148.99
188738,SALES_0188738,15,7,406,203,13,2024-06-20T14:14:48,4031.81
618548,SALES_0618548,16491,11,105,447,12,2024-03-29T01:07:04,3137.29
115124,SALES_0115124,14408,148,81,1133,29,2024-10-09T07:12:26,3797.95
105157,SALES_0105157,29147,173,487,711,37,2024-07-17T10:55:15,1537.58
93719,SALES_0093719,71219,80,286,1365,29,2024-10-15T08:45:14,2930.71
460320,SALES_0460320,70996,25,294,1556,3,2024-02-29T09:40:08,904.76
426653,SALES_0426653,67066,209,249,142,3,2024-03-17T04:27:08,3650.46
476177,SALES_0476177,78936,109,318,1686,10,2024-07-04T15:52:19,3953.26
840542,SALES_0840542,21161,184,367,129,40,2024-11-25T14:03:31,4617.1
797602,SALES_0797602,53932,7,237,190,25,2024-09-25T21:27:33,2854.92
635701,SALES_0635701,65279,83,159,1441,5,2024-04-27T13:23:40,1196.02
517386,SALES_0517386,17810,95,247,1220,31,2024-10-26T13:42:04,2687.66
343774,SALES_0343774,97288,79,95,639,24,2024-08-28T07:06:12,4424.53
479067,SALES_0479067,72171,207,154,1544,31,2024-09-26T17:05:09,585.9
19416,SALES_0019416,99848,6,273,465,10,2024-06-21T02:41:23,3913.09
982085,SALES_0982085,49257,71,236,402,42,2024-09-21T05:19:24,4564.9
683617,SALES_0683617,12221,152,49,670,38,2024-11-03T08:59:54,4665.68
915213,SALES_0915213,66061,127,79,844,50,2024-12-11T00:06:33,2081.76
417695,SALES_0417695,27029,130,126,1199,4,2024-02-02T19:29:52,1894.96
417954,SALES_0417954,99095,107,459,981,16,2024-07-12T19:28:53,1004.49
835558,SALES_0835558,87813,111,422,352,44,2024-08-29T14:02:45,2942.12
947238,SALES_0947238,2446,137,32,295,34,2024-09-08T04:34:13,2735.93
503699,SALES_0503699,17731,138,28,1485,40,2024-11-13T12:21:20,2701.44
869189,SALES_0869189,81627,154,284,403,38,2024-09-26T20:19:20,1909.74
25365,SALES_0025365,21857,156,171,266,15,2024-07-29T11:43:16,2612.03
650780,SALES_0650780,43011,81,382,1518,3,2024-02-21T14:39:07,3063.16
301729,SALES_0301729,67765,19,142,909,40,2024-11-27T08:03:38,2656.98
786605,SALES_0786605,71276,60,30,479,50,2024-10-30T16:54:23,1190.91
44856,SALES_0044856,98943,69,466,592,18,2024-09-17T19:10:07,2572.1
973612,SALES_0973612,81679,38,106,1339,11,2024-02-14T04:01:25,3933.66
493413,SALES_0493413,38708,100,227,7,12,2024-07-08T00:00:13,2034.51
214541,SALES_0214541,76137,200,352,741,21,2024-08-30T17:43:23,4743.46
825185,SALES_0825185,5818,56,263,1850,1,2024-02-06T15:05:36,4482.28
218056,SALES_0218056,97527,104,21,1298,7,2024-03-22T22:56:32,2598.59
782905,SALES_0782905,69405,162,372,1757,12,2024-04-23T10:10:09,2741.92
125457,SALES_0125457,93726,55,483,1853,6,2024-04-21T03:31:17,3727.32
505615,SALES_0505615,61889,16,154,948,7,2024-06-02T12:40:27,967.63
469783,SALES_0469783,23748,160,55,1783,35,2024-11-19T21:12:58,3271.44
373642,SALES_0373642,13238,20,405,492,13,2024-04-20T06:10:51,2362.33
587397,SALES_0587397,60321,154,329,210,18,2024-07-31T23:19:47,1454.14
807385,SALES_0807385,78944,96,198,1361,1,2024-02-10T04:59:27,917.94
764646,SALES_0764646,90504,17,125,872,27,2024-09-30T12:52:20,2709.88
602265,SALES_0602265,99686,123,99,1040,9,2024-06-12T16:47:05,2780.09
213410,SALES_0213410,82235,154,461,373,10,2024-06-27T18:36:32,4264.57
881163,SALES_0881163,24044,179,392,1913,24,2024-07-27T11:27:04,1827.55
195411,SALES_0195411,38788,78,450,1975,47,2024-12-01T16:32:14,523.26
968088,SALES_0968088,80569,119,472,965,45,2024-08-18T14:08:24,1622.16
366921,SALES_0366921,12667,164,84,1885,37,2024-11-15T08:08:08,3534.04
656970,SALES_0656970,93419,101,420,637,39,2024-11-28T23:33:41,2571.14
529665,SALES_0529665,12714,156,488,782,27,2024-10-03T13:47:54,4996.12
687218,SALES_0687218,79734,124,397,1018,12,2024-04-19T03:05:09,715.14
563087,SALES_0563087,95191,18,440,294,15,2024-06-18T00:46:54,890.96
256367,SALES_0256367,42005,8,131,1074,47,2024-10-17T04:26:24,583.28
453278,SALES_0453278,87993,50,285,1341,40,2024-11-28T18:34:30,1540.95
880865,SALES_0880865,18971,17,220,79,50,2024-11-30T10:37:29,643.4
711135,SALES_0711135,46726,74,461,514,30,2024-08-31T12:25:28,730.21
704105,SALES_0704105,83640,150,60,262,3,2024-02-24T10:56:49,3191.0
56244,SALES_0056244,63952,85,11,779,42,2024-09-04T00:05:16,3132.8
822246,SALES_0822246,56870,74,191,1225,30,2024-10-13T05:50:51,2963.08
624760,SALES_0624760,38430,180,15,1287,48,2024-05-30T10:11:06,4757.27
530362,SALES_0530362,76325,85,500,1694,45,2024-07-28T02:50:55,3218.22
259804,SALES_0259804,25744,203,164,903,11,2024-03-22T14:06:06,3055.45
858502,SALES_0858502,31813,171,97,244,40,2024-11-18T20:48:45,3390.18
355001,SALES_0355001,55558,73,18,1990,46,2024-10-11T14:22:17,4669.06
523543,SALES_0523543,27548,91,444,132,22,2024-05-04T10:38:19,3475.87
616666,SALES_0616666,17086,176,107,1184,3,2024-02-07T08:24:57,3563.08
942736,SALES_0942736,35482,144,426,496,49,2024-11-03T04:17:28,4371.87
895212,SALES_0895212,69812,183,456,1291,29,2024-10-14T07:52:07,4198.37
533646,SALES_0533646,31289,84,428,1433,49,2024-07-10T23:58:54,3273.89
900835,SALES_0900835,17188,182,373,823,19,2024-08-26T23:40:13,4629.6
750710,SALES_0750710,58820,125,187,408,38,2024-10-23T00:50:22,1594.07
32446,SALES_0032446,55011,188,336,653,6,2024-05-21T01:35:13,1604.95
629569,SALES_0629569,13151,152,142,1646,46,2024-10-16T12:44:22,2140.8
751730,SALES_0751730,80196,53,401,330,15,2024-07-12T18:22:56,4261.22
684406,SALES_0684406,22182,176,433,1561,46,2024-10-19T19:12:49,3753.64
984543,SALES_0984543,69267,201,40,643,3,2024-02-02T23:00:19,1395.54
398821,SALES_0398821,67364,5,188,577,45,2024-09-27T17:35:28,2833.83
477821,SALES_0477821,4187,54,214,1140,22,2024-09-17T13:02:18,1611.76
145860,SALES_0145860,51793,60,168,1367,1,2024-02-07T16:40:00,3921.87
336067,SALES_0336067,37847,47,360,1200,5,2024-04-30T22:53:57,3446.06
298192,SALES_0298192,66914,149,384,1977,42,2024-12-06T05:46:46,721.59
179653,SALES_0179653,72382,17,371,394,8,2024-04-30T18:48:11,1551.95
300708,SALES_0300708,60219,7,42,70,8,2024-06-12T20:12:23,684.64
329169,SALES_0329169,69235,52,147,1092,29,2024-10-12T23:14:29,1586.2
865182,SALES_0865182,63529,30,450,1020,30,2024-09-29T03:00:08,3499.06
448473,SALES_0448473,7021,75,395,1384,17,2024-07-22T21:39:36,4635.44
39017,SALES_0039017,85874,68,74,1212,36,2024-10-30T18:32:01,3479.46
890141,SALES_0890141,81411,85,351,1235,32,2024-10-21T04:20:40,775.44
846450,SALES_0846450,88737,204,236,1617,26,2024-06-25T18:33:17,4664.13
310983,SALES_0310983,59959,144,215,69,31,2024-09-30T01:11:32,3746.89
219904,SALES_0219904,39267,17,350,1704,3,2024-03-09T16:33:31,929.98
136768,SALES_0136768,65780,133,174,1757,32,2024-10-17T22:28:43,1866.5
647937,SALES_0647937,56267,85,41,92,1,2024-02-09T07:35:57,2827.96
823559,SALES_0823559,19923,153,373,1745,17,2024-08-28T04:47:03,2174.64
859121,SALES_0859121,57801,26,477,1824,11,2024-04-01T12:49:42,4425.1
209809,SALES_0209809,43805,105,91,1059,25,2024-08-17T15:21:39,1297.14
581864,SALES_0581864,12967,15,500,1781,45,2024-08-26T01:36:59,3580.92
629135,SALES_0629135,11307,95,147,1449,18,2024-07-20T07:11:04,2180.53
249242,SALES_0249242,67502,150,248,201,38,2024-11-20T22:44:07,1021.36
181882,SALES_0181882,44694,10,316,1932,35,2024-10-31T21:15:28,2706.31
833334,SALES_0833334,32566,187,30,388,49,2024-06-05T00:42:19,2225.65
905250,SALES_0905250,69720,37,477,668,6,2024-04-14T11:38:38,3854.23
95700,SALES_0095700,53001,48,117,796,48,2024-07-14T17:15:36,2091.44
299975,SALES_0299975,12459,19,25,1303,27,2024-08-21T21:27:02,4621.4
168359,SALES_0168359,96689,103,16,590,21,2024-09-10T09:02:53,4608.64
925260,SALES_0925260,8759,66,161,166,37,2024-04-05T05:04:07,4230.55
920654,SALES_0920654,31434,87,167,1749,46,2024-10-23T06:59:37,2688.08
786057,SALES_0786057,69968,1,155,1239,5,2024-05-07T16:48:39,1986.09
966309,SALES_0966309,55517,106,477,201,15,2024-05-21T05:51:16,4753.47
660094,SALES_0660094,39958,59,265,1170,16,2024-08-18T07:58:13,559.78
300505,SALES_0300505,24815,146,116,861,11,2024-07-17T09:19:15,4926.42
849003,SALES_0849003,28192,118,63,1098,9,2024-06-07T14:43:20,1586.42
381747,SALES_0381747,44850,100,495,917,26,2024-10-12T07:28:24,1029.41
372878,SALES_0372878,18320,117,152,1836,50,2024-10-14T06:37:07,3099.06
492132,SALES_0492132,13265,45,99,1138,32,2024-10-22T04:25:59,1580.79
875035,SALES_0875035,29123,129,358,320,10,2024-06-22T05:15:35,2894.32
652804,SALES_0652804,79601,122,430,163,1,2024-02-09T07:57:35,4954.4
279258,SALES_0279258,99067,45,67,1121,23,2024-03-06T22:07:25,4890.92
27698,SALES_0027698,56622,18,121,1405,33,2024-11-05T13:25:11,4721.86
628855,SALES_0628855,10790,167,365,1153,19,2024-09-09T01:27:31,2749.37
158701,SALES_0158701,77782,130,85,1472,36,2024-10-27T10:44:13,2975.27
841580,SALES_0841580,51998,80,315,1522,31,2024-10-06T03:58:11,3775.45
741444,SALES_0741444,41306,5,446,1837,38,2024-09-03T14:59:58,3995.75
580383,SALES_0580383,88157,35,57,1880,1,2024-02-10T03:06:19,4068.68
627290,SALES_0627290,92608,181,376,283,13,2024-02-27T10:16:20,530.45
423771,SALES_0423771,70280,189,498,1401,42,2024-07-15T09:33:06,3507.89
379567,SALES_0379567,30202,184,309,1162,18,2024-07-27T09:20:30,3049.6
632683,SALES_0632683,66348,125,83,1296,44,2024-07-01T02:14:13,3525.64
115582,SALES_0115582,53401,208,208,718,6,2024-04-30T05:54:07,2355.31
293612,SALES_0293612,19505,57,4,1931,43,2024-07-30T11:20:27,4819.64
238004,SALES_0238004,69496,3,472,1147,4,2024-03-14T23:56:03,2475.76
967911,SALES_0967911,93367,199,299,140,18,2024-09-01T22:16:40,1526.07
535514,SALES_0535514,57284,3,27,167,42,2024-08-03T01:47:36,1741.18
489080,SALES_0489080,94013,17,70,1125,45,2024-12-08T23:05:20,2039.36
207101,SALES_0207101,77206,190,374,84,47,2024-12-20T16:22:08,3520.25
420588,SALES_0420588,29818,16,136,1244,23,2024-06-02T22:06:02,4755.34
375610,SALES_0375610,67599,144,183,1004,6,2024-04-26T08:08:07,4157.56
886933,SALES_0886933,64898,133,186,841,35,2024-11-03T05:17:45,1661.36
247371,SALES_0247371,16077,191,39,1563,3,2024-02-20T23:53:48,3590.92
771772,SALES_0771772,2312,144,266,376,46,2024-09-28T21:25:33,1452.34
665565,SALES_0665565,32265,143,387,1168,38,2024-10-31T21:44:21,921.15
546816,SALES_0546816,601,113,382,8,32,2024-10-19T04:08:51,4495.38
638482,SALES_0638482,15761,30,107,1066,46,2024-08-29T04:03:26,3714.67
822972,SALES_0822972,20379,143,97,912,30,2024-10-16T00:57:25,3669.84
23970,SALES_0023970,53814,206,176,1750,2,2024-02-07T03:06:01,3232.49
401907,SALES_0401907,38248,195,323,494,1,2024-02-09T01:41:20,4524.38
840891,SALES_0840891,28513,177,154,568,41,2024-10-09T18:26:24,3427.4
696117,SALES_0696117,79728,178,319,436,44,2024-08-20T06:20:00,677.73
179644,SALES_0179644,14518,138,55,789,18,2024-07-04T22:27:14,4743.29
656348,SALES_0656348,25699,165,128,461,23,2024-07-17T09:37:29,2443.65
768190,SALES_0768190,94944,78,361,1615,20,2024-09-25T14:08:31,3038.14
673691,SALES_0673691,77299,199,72,1417,30,2024-09-20T19:11:34,3765.03
74182,SALES_0074182,37055,205,239,38,19,2024-09-13T09:18:39,3564.17
66546,SALES_0066546,85984,136,248,575,7,2024-04-29T13:47:02,620.02
220122,SALES_0220122,16300,76,68,1838,35,2024-10-20T04:02:03,1012.68
883020,SALES_0883020,42737,180,104,1007,20,2024-09-27T22:05:27,2259.47
290109,SALES_0290109,92027,122,90,215,16,2024-07-28T01:39:29,1772.27
766759,SALES_0766759,9060,42,425,467,29,2024-10-16T13:53:19,1038.86
160937,SALES_0160937,62109,60,466,1903,5,2024-04-28T04:40:40,2632.36
678943,SALES_0678943,49293,171,475,235,14,2024-07-29T04:52:36,4217.74
714371,SALES_0714371,66573,53,117,339,43,2024-02-29T16:35:18,1526.34
702501,SALES_0702501,19279,124,345,19,12,2024-04-14T14:57:32,3636.87
633447,SALES_0633447,31371,106,59,307,43,2024-10-17T20:03:42,4586.58
869292,SALES_0869292,32196,136,259,972,27,2024-10-05T10:44:44,2756.31
826747,SALES_0826747,26693,65,248,788,18,2024-09-15T09:07:49,1786.61
79692,SALES_0079692,4437,195,240,1248,18,2024-06-19T13:44:24,1427.07
14270,SALES_0014270,38378,206,117,934,20,2024-09-25T20:15:37,3432.05
640786,SALES_0640786,26545,18,468,1822,29,2024-10-09T14:46:16,2586.61
517559,SALES_0517559,49782,19,464,1603,38,2024-10-29T16:04:22,2917.9
619038,SALES_0619038,63007,32,381,170,24,2024-07-21T03:00:45,3653.27
409569,SALES_0409569,89498,199,405,1859,10,2024-06-15T00:23:00,920.46
929323,SALES_0929323,72565,184,260,837,46,2024-12-03T21:33:39,1433.49
188084,SALES_0188084,21797,107,209,853,22,2024-05-07T03:39:42,4538.5
610635,SALES_0610635,55482,103,194,1620,1,2024-02-06T21:08:11,3615.68
626104,SALES_0626104,13017,180,92,342,19,2024-08-27T23:18:40,1145.26
299258,SALES_0299258,26752,134,132,62,13,2024-08-03T06:05:52,3357.14
59293,SALES_0059293,34773,102,224,392,26,2024-08-31T20:30:14,2118.24
352872,SALES_0352872,19961,80,449,381,31,2024-10-18T19:25:29,1506.68
875431,SALES_0875431,3588,134,463,1256,12,2024-02-22T05:27:16,3292.28
717710,SALES_0717710,58378,165,431,1526,3,2024-02-11T05:58:23,4128.08
275347,SALES_0275347,11025,131,373,1542,42,2024-11-27T02:18:59,4912.02
576524,SALES_0576524,8438,105,100,1172,3,2024-01-30T00:16:37,2889.69
582767,SALES_0582767,6934,204,475,1336,21,2024-08-15T20:51:08,1527.94
820128,SALES_0820128,26767,7,84,1633,37,2024-08-30T19:53:38,2283.4
864412,SALES_0864412,77546,202,89,263,11,2024-06-24T08:58:08,4455.38
805148,SALES_0805148,70176,196,425,1633,4,2024-02-08T21:56:55,4623.65
509341,SALES_0509341,57696,11,348,1442,1,2024-02-10T04:29:55,4308.24
450698,SALES_0450698,36453,189,248,1769,48,2024-12-04T22:12:55,1080.74
294818,SALES_0294818,48979,73,329,965,22,2024-09-21T19:15:08,1349.72
183729,SALES_0183729,75334,10,259,967,18,2024-08-10T11:37:44,1353.9
444345,SALES_0444345,18051,174,22,1164,23,2024-05-21T08:59:01,703.42
822346,SALES_0822346,67346,64,499,784,28,2024-09-25T04:07:46,1571.58
3382,SALES_0003382,54934,16,418,1155,12,2024-05-15T00:02:34,3158.08
760919,SALES_0760919,33491,196,440,1180,47,2024-12-16T18:37:27,2025.52
782692,SALES_0782692,62103,159,172,192,27,2024-08-08T01:48:03,3751.36
602002,SALES_0602002,60848,58,49,245,23,2024-05-21T15:52:52,1017.38
916955,SALES_0916955,39601,29,72,976,26,2024-06-26T13:31:33,745.16
390742,SALES_0390742,2822,147,259,1074,4,2024-02-20T08:40:33,2110.86
930041,SALES_0930041,19017,46,7,1462,8,2024-03-19T13:49:32,2996.29
48783,SALES_0048783,73361,125,74,1957,26,2024-07-05T04:26:30,2390.77
939141,SALES_0939141,55655,164,222,145,30,2024-10-21T02:06:20,2801.27
259290,SALES_0259290,71377,201,64,618,21,2024-09-01T18:24:10,2772.68
798765,SALES_0798765,62930,84,237,689,20,2024-09-26T02:00:40,3321.37
331374,SALES_0331374,5450,77,152,959,2,2024-02-07T01:59:45,1433.76
389655,SALES_0389655,83187,3,118,1711,28,2024-07-28T05:21:17,3875.82
988861,SALES_0988861,18580,99,342,1712,41,2024-09-09T19:13:54,4172.79
932405,SALES_0932405,77082,101,64,1768,38,2024-10-03T17:15:03,1168.22
374503,SALES_0374503,17377,102,340,1670,27,2024-08-02T15:09:56,2715.55
841976,SALES_0841976,54503,193,309,1908,40,2024-11-24T17:22:22,3212.96
996998,SALES_0996998,4436,134,500,1700,1,2024-02-07T12:32:08,1238.12
43313,SALES_0043313,33616,49,495,1544,4,2024-03-02T10:47:02,3180.09
574983,SALES_0574983,27080,138,390,500,40,2024-11-30T12:06:20,1624.83
273002,SALES_0273002,28314,160,198,283,42,2024-07-22T13:18:28,1131.49
613139,SALES_0613139,87527,194,78,351,46,2024-08-19T03:40:41,3635.03
171517,SALES_0171517,40579,92,300,1036,25,2024-09-04T05:17:10,868.12
939288,SALES_0939288,75829,190,314,1565,45,2024-11-03T15:29:38,4402.14
